"STARTUP_ID","INDUSTRY1","INDUSTRY2","INDUSTRY3","TECHNOLOGY1","TECHNOLOGY2","TECHNOLOGY3","DESCRIPTION_PROVIDED","REGION_CODE","COUNTRY","DIGITAL_CATALOUGE","MENTOR_BENEFIT","MIGRATION_BENEFIT","FUNDRAISING_ACTIVE_FLAG","STAGE"
26168,"Communications","High Technology","","Mobile","Internet of Things","Security","Y","NAS","United States of America","","","","Y","Series A (Total raised $2M-10M)"
26194,"","","","","","","N","JAPAC","India","","","","",""
21595,"High Technology","","","Cloud","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21596,"Professional Services","","","Cloud","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21597,"Travel and Transportation","","","Big Data","Business Analytics","Data Warehousing","Y","LAD","Mexico","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21598,"","","","","","","N","NAS","United States of America","","","","",""
21795,"","","","","","","N","NAS","United States of America","","","","",""
21796,"High Technology","Aerospace and Defense","Public Sector","Cloud Computing","Platform as a Service (PaaS)","Open Source","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
21798,"","","","","","","N","NAS","United States of America","","","","",""
23699,"Food and Beverage","","","Database and IT Infrastructure for SAP","","","Y","EMEA","South Africa","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
23713,"","","","","","","N","LAD","Argentina","","","","",""
23718,"","","","","","","N","LAD","Brazil","","","","",""
26304,"","","","","","","N","EMEA","Finland","","","","",""
26311,"High Technology","","","Cloud","","","Y","EMEA","United Kingdom","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
26313,"Professional Services","","","Cloud","","","Y","EMEA","United Arab Emirates","","","","N",""
26320,"Public Sector","Communications","Media and Entertainment","Cloud","Java Technology","Document Management","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
26321,"High Technology","Utilities","Communications","Blockchain","","","Y","EMEA","Spain","","","","Y","Seed (Total raised $500K-2M)"
26330,"Consumer Goods","","","Machine Learning","","","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
26331,"High Technology","Financial Services","","Mobile","Blockchain","Software as a Service (SaaS)","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
26338,"","","","","","","N","JAPAC","India","","","","",""
26341,"Hospitality","Food and Beverage","Professional Services","Java Technology","Mobile","Service","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21799,"High Technology","","","Business Analytics","Cloud","Platform as a Service (PaaS)","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21802,"","","","","","","N","LAD","Brazil","","","","",""
22673,"","","","","","","N","JAPAC","China","","","","",""
22678,"","","","","","","N","EMEA","Italy","","","","",""
22679,"","","","","","","N","EMEA","Denmark","","","","",""
22682,"High Technology","Professional Services","","Mobile","Social","Artificial Intelligence","Y","NAS","United States of America","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22687,"","","","","","","N","LAD","Brazil","","","","",""
22712,"","","","","","","N","JAPAC","India","","","","",""
22713,"Media and Entertainment","","","Cloud","Mobile","Customer Experience (CX)","Y","JAPAC","India","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22714,"","","","","","","N","EMEA","Armenia","","","","",""
22715,"Education and Research","High Technology","","Cloud","Virtual Reality/Augmented Reality","","Y","NAS","United States of America","","","","Y","Seed (Total raised $500K-2M)"
22716,"","","","","","","N","NAS","United States of America","","","","",""
22717,"","","","","","","N","LAD","Mexico","","","","",""
22718,"Natural Resources","","","High Performance Computing (HPC)","Cloud Computing","","Y","LAD","Uruguay","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22719,"Primary and Secondary Education (K-12)","Higher Education","Healthcare","Cloud","Blockchain","Artificial Intelligence","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22753,"","","","","","","N","JAPAC","India","","","","",""
23724,"Financial Services","","","Cloud","","","Y","EMEA","Saudi Arabia","","","","Y","Seed (Total raised $500K-2M)"
23725,"Food and Beverage","Retail","","Cloud","Big Data","Customer Experience for Sales","Y","LAD","Brazil","","","","Y","Seed (Total raised $500K-2M)"
23739,"High Technology","","","Big Data","Business Analytics","Database and IT Infrastructure for SAP","Y","EMEA","Netherlands","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23741,"","","","","","","N","EMEA","Ukraine","","","","",""
26501,"Retail","Travel and Transportation","Manufacturing","Supply Chain Management (SCM)","Software as a Service (SaaS)","Big Data","Y","LAD","Brazil","","","","N","Seed (Total raised $500K-2M)"
26502,"Professional Services","Public Sector","Financial Services Capital Markets","Human Capital Management (HCM)","Cloud","Big Data","Y","LAD","Brazil","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
26503,"Professional Services","Aerospace and Defense","Natural Resources","Cloud","Business Analytics","Data as a Service (DaaS)","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22754,"Media and Entertainment","","","Software as a Service (SaaS)","","","Y","EMEA","France","","","","N","Series A (Total raised $2M-10M)"
22844,"High Technology","","","Software as a Service (SaaS)","","","Y","JAPAC","India","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22845,"Professional Services","Communications","","Cloud Computing","Software as a Service (SaaS)","Developer Tools","Y","JAPAC","Sri Lanka","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
22850,"Industrial Manufacturing","Automotive","High Technology","Internet of Things","Cloud","Governance, Risk, and Compliance Management","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22851,"","","","","","","N","NAS","United States of America","","","","",""
22861,"Engineering and Construction","","","Cloud","","","Y","LAD","Brazil","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
22870,"Professional Services","","","Human Capital Management (HCM)","","","Y","EMEA","Spain","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22884,"Engineering and Construction","","","Cloud","","","Y","NAS","United States of America","","","","N","Series A (Total raised $2M-10M)"
22887,"Professional Services","Retail","","Enterprise Resource Planning (ERP)","Cloud Computing","PL/SQL","Y","LAD","Brazil","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22894,"Healthcare","Insurance","High Technology","Cloud","Mobile","Artificial Intelligence","Y","JAPAC","India","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22897,"Professional Services","Healthcare","Insurance","Business Analytics","Big Data","Machine Learning","Y","EMEA","Switzerland","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23762,"","","","","","","N","EMEA","Sweden","","","","",""
23790,"Retail","Public Sector","High Technology","Artificial Intelligence","Machine Learning","Platform as a Service (PaaS)","Y","EMEA","United Kingdom","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
31557,"High Technology","Media and Entertainment","Communications","Big Data","Artificial Intelligence","Machine Learning","Y","NAS","Canada","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
31545,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
31553,"Healthcare","","","Financial Management","Enterprise Performance Management (EPM)","","Y","LAD","Brazil","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
29587,"Communications","Financial Services","Healthcare","Business Analytics","Enterprise Resource Planning (ERP)","Identity Management","Y","EMEA","Kenya","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
29588,"High Technology","","","Business Analytics","","","Y","EMEA","Israel","","","","Y",""
29589,"Professional Services","","","Identity Management","Software as a Service (SaaS)","Governance, Risk, and Compliance Management","Y","EMEA","Kenya","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
29595,"Education and Research","Media and Entertainment","Higher Education","Cloud","Virtual Reality/Augmented Reality","Mobile","Y","JAPAC","Japan","","","","N","Seed (Total raised $500K-2M)"
27301,"High Technology","Healthcare","Health Sciences","Platform as a Service (PaaS)","Master Data Management","Commerce","Y","JAPAC","Singapore","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
27306,"","","","","","","N","NAS","United States of America","","","","",""
31556,"","","","","","","N","NAS","United States of America","","","","",""
27321,"Healthcare","","","Cloud","Database","Developer Tools","Y","LAD","Brazil","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
21739,"","","","","","","N","LAD","Brazil","","","","",""
22900,"Professional Services","Utilities","","Cloud","Database Migration","Master Data Management","Y","EMEA","Germany","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
23030,"Financial Services","","","Financials","","","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23031,"Food and Beverage","","","Cloud","Big Data","Internet of Things","Y","EMEA","Finland","","","","Y","Seed (Total raised $500K-2M)"
23032,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
23033,"","","","","","","N","EMEA","Spain","","","","",""
23034,"","","","","","","N","EMEA","Nigeria","","","","",""
23037,"Financial Services","","","Cloud","","","Y","JAPAC","Singapore","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
23038,"Utilities","Communications","","Internet of Things","Java Technology","Mobile","Y","JAPAC","Australia","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
23040,"High Technology","","","Internet of Things","","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
27904,"Financial Services","","","Big Data","Machine Learning","Cloud","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
23045,"","","","","","","N","NAS","United States of America","","","","",""
27905,"","","","","","","N","NAS","Canada","","","","",""
27910,"Professional Services","Communications","","Customer Relationship Management (CRM)","Human Capital Management (HCM)","Strategy and Profitability Management","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23058,"Public Sector","","","Software as a Service (SaaS)","Business Intelligence","","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23801,"High Technology","","","Machine Learning","Artificial Intelligence","Software as a Service (SaaS)","Y","NAS","United States of America","","","","Y","Series B (Total raised $10M-30M)"
23936,"Media and Entertainment","","","Cloud","","","Y","JAPAC","India","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
24932,"High Technology","","","Cloud","","","Y","EMEA","Georgia","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
24934,"Travel and Transportation","","","Cloud","Mobile","Customer Experience for Service","Y","LAD","Brazil","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
24944,"Communications","Retail","Travel and Transportation","Customer Experience (CX)","Artificial Intelligence","Machine Learning","Y","EMEA","Switzerland","","","","Y","Seed (Total raised $500K-2M)"
27751,"Communications","High Technology","Financial Services Banking","Big Data","Engineered Systems","Cloud","Y","NAS","United States of America","","","","N","Seed (Total raised $500K-2M)"
27762,"","","","","","","N","JAPAC","Singapore","","","","",""
27763,"","","","","","","N","EMEA","Poland","","","","",""
27765,"Healthcare","","","Machine Learning","Artificial Intelligence","","Y","EMEA","Denmark","","","","Y","Seed (Total raised $500K-2M)"
27782,"Communications","Financial Services Banking","","Artificial Intelligence","Machine Learning","","Y","EMEA","Croatia","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
27783,"Media and Entertainment","","","Node.js","MySQL","Cloud Computing","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22206,"Professional Services","","","Business Intelligence","Business Analytics","","Y","JAPAC","India","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22207,"Financial Services","Insurance","Financial Services Banking","Business Analytics","Business Intelligence","Software as a Service (SaaS)","Y","JAPAC","India","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
22209,"","","","","","","N","EMEA","United Kingdom","","","","",""
29049,"Media and Entertainment","Professional Services","Retail","Machine Learning","Cloud Computing","Customer Experience for Social","Y","EMEA","Finland","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
29050,"Communications","Professional Services","Engineering and Construction","Cloud","","","Y","EMEA","France","","","","N","Bootstrap (We don’t plan on raising venture capital)"
29040,"","","","","","","N","EMEA","South Africa","","","","",""
25822,"","","","","","","N","EMEA","United Kingdom","","","","",""
30244,"","","","","","","N","LAD","Brazil","","","","",""
30251,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
24966,"High Technology","","","Internet of Things","Blockchain","","Y","EMEA","Italy","","","","Y","Seed (Total raised $500K-2M)"
30242,"Financial Services","Engineering and Construction","","Cloud","Customer Experience (CX)","Business Analytics","Y","LAD","Brazil","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
24987,"Manufacturing","Industrial Manufacturing","","Big Data","Business Analytics","Cloud","Y","JAPAC","Taiwan","","","","N","Series A (Total raised $2M-10M)"
24995,"","","","","","","N","LAD","Brazil","","","","",""
24619,"Financial Services","","","Software as a Service (SaaS)","","","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
25832,"Automotive","Oil and Gas","Financial Services Banking","Customer Relationship Management (CRM)","Mobile","Internet of Things","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
31839,"","","","","","","N","EMEA","Germany","","","","",""
31846,"","","","","","","N","LAD","Brazil","","","","",""
32040,"","","","","","","N","NAS","United States of America","","","","",""
30210,"","","","","","","N","EMEA","United Kingdom","","","","",""
30223,"Media and Entertainment","","","High Performance Computing (HPC)","Networking","Cloud Computing","Y","JAPAC","India","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
32013,"Retail","Media and Entertainment","","Machine Learning","High Performance Computing (HPC)","Linux","Y","EMEA","Israel","","","","Y","Series A (Total raised $2M-10M)"
30270,"Media and Entertainment","","","Big Data","Artificial Intelligence","Social","Y","LAD","Argentina","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
30271,"Industrial Manufacturing","Travel and Transportation","Engineering and Construction","Cloud","Global Human Resources","Data Warehousing","Y","LAD","Brazil","","","","N","Seed (Total raised $500K-2M)"
30272,"","","","","","","N","LAD","Brazil","","","","",""
30288,"","","","","","","N","JAPAC","Taiwan","","","","",""
30446,"","","","","","","N","EMEA","Israel","","","","",""
30457,"Automotive","High Technology","Wholesale Distribution","Internet of Things","Open Source","Cloud","Y","NAS","United States of America","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
32041,"Financial Services Banking","Public Sector","Retail","Cloud","Machine Learning","Big Data","Y","EMEA","Egypt","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
21548,"Consumer Goods","Retail","Media and Entertainment","Customer Experience for Commerce","Customer Experience (CX)","Customer Experience for Sales","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21554,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
21555,"Financial Services","Retail","Manufacturing","PHP","Node.js","Database","Y","EMEA","Senegal","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21557,"","","","","","","N","NAS","Canada","","","","",""
21558,"Financial Services Banking","Financial Services Capital Markets","Insurance","Service-Oriented Architecture (SOA)","Financial Reporting","Oracle Optimized Solutions","Y","NAS","United States of America","","","","Y","Series A (Total raised $2M-10M)"
21559,"Healthcare","Retail","","Java Technology","","","Y","LAD","Argentina","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21560,"Professional Services","Retail","Consumer Goods","Infrastructure as a Service (IaaS)","Talent Management Cloud","Platform as a Service (PaaS)","Y","NAS","United States of America","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
21561,"","","","","","","N","NAS","United States of America","","","","",""
22611,"","","","","","","N","EMEA","Spain","","","","",""
22627,"Insurance","Industrial Manufacturing","","Cloud","Data Integration","Business Intelligence","Y","JAPAC","India","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22628,"Public Sector","High Technology","Financial Services Banking","Security","Governance, Risk, and Compliance","Python","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22632,"","","","","","","N","LAD","Brazil","","","","",""
22635,"Public Sector","","","Software as a Service (SaaS)","Mobile","","Y","LAD","Brazil","","","","N","Seed (Total raised $500K-2M)"
22644,"High Technology","","","Customer Experience (CX)","Talent Management","","Y","LAD","Chile","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22645,"","","","","","","N","NAS","Canada","","","","",""
22649,"","","","","","","N","EMEA","Ireland","","","","",""
22655,"","","","","","","N","EMEA","Sweden","","","","",""
26007,"Financial Services","Insurance","Manufacturing","Customer Experience for Configure, Price, and Quote (CPQ)","Configure, Price, and Quote Cloud","","Y","EMEA","Finland","","","","N","Seed (Total raised $500K-2M)"
21946,"Healthcare","","","Artificial Intelligence","Machine Learning","","Y","JAPAC","India","","","","Y","Seed (Total raised $500K-2M)"
21947,"Hospitality","","","Cloud","","","Y","JAPAC","China","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21952,"","","","","","","N","NAS","United States of America","","","","",""
21953,"Education and Research","","","Database","Developer Tools","Storage","Y","LAD","Brazil","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
30387,"","","","","","","N","JAPAC","Taiwan","","","","",""
21968,"","","","","","","N","NAS","United States of America","","","","",""
30388,"","","","","","","N","JAPAC","Taiwan","","","","",""
25494,"","","","","","","N","JAPAC","India","","","","",""
21973,"Professional Services","","","Cloud","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
21974,"Manufacturing","Industrial Manufacturing","Consumer Goods","Cloud","Business Analytics","Business Process Management","Y","NAS","Canada","","","","Y","Series A (Total raised $2M-10M)"
22656,"Financial Services","","","Cloud","Open Source","Data Warehousing","Y","EMEA","Czech Republic","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22657,"Industrial Manufacturing","Engineering and Construction","Wholesale Distribution","Cloud","Financial Management","Business Analytics","Y","EMEA","Saudi Arabia","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22658,"","","","","","","N","EMEA","United Kingdom","","","","",""
22661,"High Technology","","","Software as a Service (SaaS)","","","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22662,"Financial Services","","","Enterprise Resource Planning (ERP)","","","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22669,"","","","","","","N","JAPAC","Korea, Republic of","","","","",""
22724,"","","","","","","N","LAD","Colombia","","","","",""
22727,"","","","","","","N","LAD","Mexico","","","","",""
22734,"","","","","","","N","JAPAC","India","","","","",""
22735,"","","","","","","N","JAPAC","Korea, Republic of","","","","",""
22785,"","","","","","","N","LAD","Argentina","","","","",""
22787,"","","","","","","N","NAS","United States of America","","","","",""
22796,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
22799,"","","","","","","N","EMEA","United Kingdom","","","","",""
22800,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
26058,"","","","","","","N","LAD","Brazil","","","","",""
26059,"","","","","","","N","LAD","Brazil","","","","",""
22025,"High Technology","","","Big Data","Data Warehousing","Database and IT Infrastructure for SAP","Y","NAS","Canada","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22028,"","","","","","","N","NAS","United States of America","","","","",""
22029,"","","","","","","N","NAS","United States of America","","","","",""
25507,"Communications","Media and Entertainment","Retail","Big Data","Mobile","Messaging","Y","EMEA","France","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
22032,"","","","","","","N","NAS","United States of America","","","","",""
22040,"Financial Services","Education and Research","Industrial Manufacturing","Big Data","High Performance Computing (HPC)","Artificial Intelligence","Y","JAPAC","China","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22042,"Financial Services","","","Enterprise Resource Planning (ERP)","Cloud","Business Analytics","Y","LAD","Brazil","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22815,"High Technology","","","Supply Chain Management (SCM)","Blockchain","Machine Learning","Y","EMEA","United Kingdom","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22816,"Manufacturing","High Technology","Industrial Manufacturing","Internet of Things","Machine Learning","Artificial Intelligence","Y","NAS","United States of America","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22817,"","","","","","","N","NAS","United States of America","","","","",""
22828,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
22829,"Healthcare","","","Artificial Intelligence","","","Y","EMEA","Kenya","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22830,"Communications","","","Linux","Cloud","Security","Y","EMEA","France","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22831,"","","","","","","N","EMEA","Turkey","","","","",""
22832,"","","","","","","N","EMEA","Turkey","","","","",""
22837,"","","","","","","N","LAD","Peru","","","","",""
22838,"","","","","","","N","NAS","United States of America","","","","",""
22839,"Communications","Consumer Goods","Media and Entertainment","Cloud","Open Source","Blockchain","Y","NAS","United States of America","","","","N","Series B (Total raised $10M-30M)"
22840,"Industrial Manufacturing","Manufacturing","Wholesale Distribution","Enterprise Planning","Customer Experience for Configure, Price, and Quote (CPQ)","Customer Experience for Commerce","Y","LAD","Uruguay","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22967,"Public Sector","Wholesale Distribution","Travel and Transportation","Supply Chain Management (SCM)","High Performance Computing (HPC)","Software as a Service (SaaS)","Y","LAD","Brazil","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22971,"Financial Services","","","Python","Artificial Intelligence","Machine Learning","Y","EMEA","United Kingdom","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22972,"High Technology","","","Internet of Things","Machine Learning","","Y","EMEA","United Kingdom","","","","Y","Seed (Total raised $500K-2M)"
22068,"Travel and Transportation","High Technology","","Data Integration","Mobile","Software as a Service (SaaS)","Y","EMEA","Israel","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
22071,"","","","","","","N","JAPAC","India","","","","",""
21920,"","","","","","","N","EMEA","Germany","","","","",""
21921,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
21922,"","","","","","","N","EMEA","France","","","","",""
21925,"High Technology","","",".NET","Modernization","Cloud Computing","Y","LAD","Brazil","","","","Y","Series B (Total raised $10M-30M)"
21934,"Retail","","","Cloud","Business Analytics","Linux","Y","LAD","Peru","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
21938,"","","","","","","N","JAPAC","India","","","","",""
23066,"","","","","","","N","EMEA","Estonia","","","","",""
22973,"","","","","","","N","EMEA","United Kingdom","","","","",""
22976,"High Technology","","","Human Capital Management (HCM)","Business Intelligence","Global Human Resources Cloud","Y","JAPAC","India","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
22977,"Education and Research","Engineering and Construction","High Technology","Cloud","Enterprise Management","Internet of Things","Y","JAPAC","China","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22985,"","","","","","","N","NAS","United States of America","","","","",""
22987,"Professional Services","High Technology","","Artificial Intelligence","Database","Data as a Service (DaaS)","Y","NAS","United States of America","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
22990,"Financial Services","","","Cloud","Machine Learning","Financial Management","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
22991,"Healthcare","","","Open Source","","","Y","NAS","United States of America","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
24379,"Automotive","Travel and Transportation","","Cloud","Big Data","Database and IT Infrastructure for SAP","Y","EMEA","Spain","","","","Y","Series A (Total raised $2M-10M)"
23242,"","","","","","","N","NAS","United States of America","","","","",""
23244,"","","","","","","N","LAD","Brazil","","","","",""
23245,"Healthcare","","","MySQL","","","Y","LAD","Brazil","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
23246,"High Technology","","","Service","","","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
23247,"","","","","","","N","LAD","Brazil","","","","",""
23421,"Financial Services","","","Financial Management","","","Y","EMEA","Israel","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
26233,"Healthcare","High Technology","Chemicals","Internet of Things","Health Management Platform Active Long Term Care","Health Resources Management","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
26234,"Consumer Goods","Financial Services Banking","Professional Services","Mobile","Node.js","NoSQL","Y","LAD","Brazil","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
26237,"Retail","","","Customer Relationship Management (CRM)","Social Relationship Management (SRM)","Enterprise Performance Management (EPM)","Y","NAS","United States of America","","","","N","Bootstrap (We don’t plan on raising venture capital)"
26292,"","","","","","","N","EMEA","Germany","","","","",""
25528,"","","","","","","N","EMEA","Israel","","","","",""
25547,"","","","","","","N","NAS","United States of America","","","","",""
25549,"","","","","","","N","EMEA","Ireland","","","","",""
24382,"","","","","","","N","EMEA","Ukraine","","","","",""
24414,"Utilities","High Technology","","Big Data","Linux","","Y","EMEA","Estonia","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
24420,"Industrial Manufacturing","Retail","Consumer Goods","Financials","","","Y","EMEA","Saudi Arabia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
26405,"","","","","","","N","LAD","Brazil","","","","",""
26406,"High Technology","Healthcare","","Business Analytics","Business Intelligence","Big Data","Y","LAD","Brazil","","","","N","Bootstrap (We don’t plan on raising venture capital)"
26407,"","","","","","","N","LAD","Brazil","","","","",""
26408,"Healthcare","Public Sector","Travel and Transportation","Platform as a Service (PaaS)","Enterprise Management","Security","Y","EMEA","United Kingdom","","","","Y","Seed (Total raised $500K-2M)"
26409,"","","","","","","N","EMEA","United Kingdom","","","","",""
26413,"","","","","","","N","NAS","United States of America","","","","",""
27492,"Financial Services Banking","Retail","Automotive","Customer Experience (CX)","","","Y","JAPAC","India","","","","Y","Series B (Total raised $10M-30M)"
26744,"","","","","","","N","JAPAC","Singapore","","","","",""
26745,"Consumer Goods","High Technology","","Cloud","Big Data","Business Analytics","Y","JAPAC","Australia","","","","N","Bootstrap (We don’t plan on raising venture capital)"
26746,"Aerospace and Defense","","","Data as a Service (DaaS)","","","Y","JAPAC","India","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
26758,"","","","","","","N","NAS","United States of America","","","","",""
26759,"Consumer Goods","Health Sciences","Education and Research","Customer Experience for Service","Customer Experience for Commerce",".NET","Y","NAS","United States of America","","","","Y","Seed (Total raised $500K-2M)"
26775,"Financial Services","","","Financial Management","","","Y","EMEA","Saudi Arabia","","","","Y","Seed (Total raised $500K-2M)"
26776,"Automotive","","","Internet of Things","","","Y","LAD","Brazil","","","","Y","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
26777,"","","","","","","N","EMEA","United Kingdom","","","","",""
26778,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
28853,"","","","","","","N","EMEA","Saudi Arabia","","","","",""
28854,"","","","","","","N","EMEA","Israel","","","","",""
24427,"","","","","","","N","EMEA","Ukraine","","","","",""
24430,"Travel and Transportation","","","Software as a Service (SaaS)","","","Y","EMEA","Saudi Arabia","","","","N","Pre-seed/angel (Raised up to $500k from friends, family, angels)"
24432,"","","","","","","N","EMEA","Israel","","","","",""
24438,"","","","","","","N","EMEA","United Kingdom","","","","",""
26804,"Financial Services","","","Software as a Service (SaaS)","","","Y","EMEA","United Arab Emirates","","","","Y","Bootstrap (We don’t plan on raising venture capital)"
26805,"","","","","","","N","EMEA","Israel","","","","",""
26806,"","","","","","","N","LAD","Brazil","","","","",""
